title,artist,artist_popularity,followers
Got My Country On,Chris Cagle,62,258705
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,84,3198677
Paradise,Coldplay,89,10976758
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,68,795772
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,74,1629032
Dancin' Away With My Heart,Lady Antebellum,70,1763777
This Ole Boy,Craig Morgan,64,285594
Rack City,Tyga,80,2777137
99 Problems,Tony Lucca,35,7862
Turn To You (Mother's Day Dedication),Justin Bieber,0,203
Talk That Talk,Rihanna Featuring Jay-Z,92,20858385
I Believe I Can Fly,Jermaine Paul,43,1187
Another Round,Fat Joe Featuring Chris Brown,72,381126
A Woman Like You,Lee Brice,71,650547
Shake It Out,Glee Cast,77,833519
Safe & Sound,Taylor Swift Featuring The Civil Wars,91,11084959
Scary Monsters And Nice Sprites,Skrillex,83,5938496
Domino,Jessie J,76,3685512
International Love,Pitbull Featuring Chris Brown,84,5139286
How Will I Know,Glee Cast,77,833519
Strip,Chris Brown Featuring Kevin K-MAC McCall,91,5835978
Stay Schemin,Rick Ross Featuring Drake & French Montana,81,1903490
Loud,Mac Miller,77,2152266
It's Not Right But It's Okay,Glee Cast,77,833519
Alone With You,Jake Owen,70,772505
Somebody That I Used To Know,Glee Cast,77,833519
Sweet Love,Chris Brown,91,5835978
Eyes Wide Open,Gotye,67,1989168
Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,64,543264
A Thousand Years,Christina Perri,75,1260471
It Will Rain,Bruno Mars,91,11594810
Can't Get Enough,J. Cole Featuring Trey Songz,85,4644684
Roxanne,Juliet Simms,47,34428
Sex Ain't Better Than Love,Trey Songz,81,2814076
Is Anybody Out There?,K'Naan Featuring Nelly Furtado,57,119275
Where I Come From,Montgomery Gentry,63,411036
Mirror,Lil Wayne Featuring Bruno Mars,90,5914056
Hungry Like The Wolf / Rio,Glee Cast,77,833519
You Gonna Fly,Keith Urban,77,2060787
Not Over You,Gavin DeGraw,69,663580
Tonight Is The Night,Outasight,46,55779
Sorry For Party Rocking,LMFAO,68,2444753
Princess Of China,Coldplay Featuring Rihanna,89,10976760
Bully,Shinedown,75,1209464
Someone Like You,Adele,85,8650611
Rolling In The Deep,Adele,85,8650611
Levels,Avicii,83,7537057
She Doesn't Mind,Sean Paul,85,1596723
Do It Like You,Diggy Featuring Jeremih,36,65895
Love's Gonna Make It Alright,George Strait,73,698027
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,77,2072924
Mr. Wrong,Mary J. Blige Featuring Drake,72,1257470
Ours,Taylor Swift,91,11084966
The One That Got Away,Katy Perry,85,9247197
Without You,David Guetta Featuring Usher,90,12933468
Come Away To The Water,Maroon 5 Featuring Rozzi Crane,89,10228853
You Da One,Rihanna,92,20858391
Lonely Boy,The Black Keys,75,2365655
Reality,Kenny Chesney,74,1629035
TTYLXOX,Bella Thorne,55,418197
Dance (A$$),Big Sean Featuring Nicki Minaj,88,3736840
Shake It Out,Florence + The Machine,77,3482724
Blackout,Breathe Carolina,64,179928
Don't Stop (Color On The Walls),Foster The People,79,2074633
Love You Like A Love Song,Selena Gomez & The Scene,68,2187208
Work Out,J. Cole,85,4644687
Lotus Flower Bomb,Wale Featuring Miguel,77,1271126
Red Solo Cup,Toby Keith,69,810093
The Trouble With Girls,Scotty McCreery,68,295693
Cough Syrup,Young The Giant,69,774290
I Don't Want This Night To End,Luke Bryan,80,2462742
Roman Reloaded,Nicki Minaj Featuring Lil Wayne,90,9947652
When I'm Gone,Wiz Khalifa,88,6644013
Make It Nasty,Tyga,80,2777138
I Will Always Love You,Whitney Houston,77,2484779
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,68,795772
Make Me Proud,Drake Featuring Nicki Minaj,100,18311913
Fly / I Believe I Can Fly,Glee Cast,77,833519
Cough Syrup,Glee Cast,77,833519
What Doesn't Kill You (Stronger),Glee Cast,77,833519
Here's To Us,Glee Cast,77,833519
Mutha***** Up,Tyga Featuring Nicki Minaj,80,2777138
Glad You Came,Glee Cast,77,833519
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,77,2484779
Greatest Love Of All,Whitney Houston,77,2484779
I Like It Like That,Hot Chelle Rae Featuring New Boyz,60,296811
Just A Kiss,Lady Antebellum,70,1763779
How Will I Know,Whitney Houston,77,2484779
Runaway Baby,Bruno Mars,91,11594812
Heartbeat,The Fray,75,1619700
I'm Gonna Love You Through It,Martina McBride,59,355685
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",80,1665880
Stupid Hoe,Nicki Minaj,90,9947653
I Will Always Love You,Glee Cast,77,833519
Stereo Hearts,Glee Cast,77,833519
Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech,70,1930370
All Your Life,The Band Perry,60,652204
Mr. Know It All,Kelly Clarkson,78,2840740
Keep Me In Mind,Zac Brown Band,75,918925
Say Aah,Lindsey Pavao,29,1461
Sexy And I Know It,Glee Cast Featuring Ricky Martin,77,833519
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,81,1340517
Strange Clouds,B.o.B Featuring Lil Wayne,77,1286378
You The Boss,Rick Ross Featuring Nicki Minaj,81,1903490
Smooth Criminal,Glee Cast Featuring 2Cellos,77,833519
Round Of Applause,Waka Flocka Flame Featuring Drake,73,1058623
La Isla Bonita,Glee Cast Featuring Ricky Martin,77,833519
Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle",81,1055882
Brighter Than The Sun,Colbie Caillat,74,947632
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",84,5139287
Drink In My Hand,Eric Church,75,1334894
Human Nature,Glee Cast,77,833519
Black Or White,Glee Cast,77,833519
Wanna Be Startin' Somethin',Glee Cast,77,833519
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,75,1871139
Tattoos On This Town,Jason Aldean,78,2028820
Bait A Hook,Justin Moore,68,622083
Storm Warning,Hunter Hayes,68,657544
Headlines,Drake,100,18311918
You Make Me Feel...,Cobra Starship Featuring Sabi,59,253655
Pumped Up Kicks,Foster The People,79,2074633
Marry The Night,Lady Gaga,82,4552786
Kyoto,Skrillex Featuring Sirah,83,5938497
Camouflage,Brad Paisley,71,1083344
Without You,Glee Cast,77,833519
Super Bass,Nicki Minaj,90,9947657
We Found Love,Glee Cast,77,833519
Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,77,833519
The First Time Ever I Saw Your Face,Glee Cast,77,833519
Summer Nights,Glee Cast,77,833519
Tattoo,Van Halen,73,1518482
Called Out In The Dark,Snow Patrol,73,1051024
Video Games,Lana Del Rey,85,5929041
The Champ,Nelly,77,968761
Party On Fifth Ave.,Mac Miller,77,2152267
Wish You Were Here,Avril Lavigne,77,2470229
When We Stand Together,Nickelback,78,2565757
Wild Boy,MGK Featuring Waka Flocka Flame,73,1058623
Crawling Back To You,Daughtry,68,770714
It Girl,Jason Derulo,87,4707415
She Will,Lil Wayne Featuring Drake,90,5914056
Fly,Nicki Minaj Featuring Rihanna,90,9947657
Set You Free,3OH!3,65,377271
That Way,Wale Featuring Jeremih & Rick Ross,77,1271128
Play The Guitar,B.o.B Featuring Andre 3000,77,1286378
God Gave Me You,Blake Shelton,76,2973915
Easy,Rascal Flatts Featuring Natasha Bedingfield,73,1221794
Mistletoe,Justin Bieber,90,20138214
We Owned The Night,Lady Antebellum,70,1763780
Blunt Blowin,Lil Wayne,90,5914056
Donald Trump,Mac Miller,77,2152267
Wobble,V.I.C.,49,72393
First Of The Year (Equinox),Skrillex,83,5938497
Good Good Night,Roscoe Dash,65,100758
Better Than I Know Myself,Adam Lambert,65,639650
Drummer Boy,Justin Bieber Featuring Busta Rhymes,90,20138214
Nothing,The Script,79,3073646
Knock Knock,Mac Miller,77,2152267
We Are Young,Glee Cast,77,833519
In The Dark,Dev,65,174785
You And I,Lady Gaga,82,4552787
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,81,1340517
Do They Know It's Christmas?,Glee Cast,77,833519
I Got You,Thompson Square,54,198036
Promise,Romeo Santos Featuring Usher,84,4205396
Survivor / I Will Survive,Glee Cast,77,833519
Man In The Mirror,Glee Cast,77,833519
Roman In Moscow,Nicki Minaj,90,9947657
Sparks Fly,Taylor Swift,91,11084971
ABC,Glee Cast,77,833519
Red Solo Cup,Glee Cast,77,833519
I'll Be Home For Christmas,Kelly Clarkson,78,2840742
Body 2 Body,Ace Hood Featuring Chris Brown,65,667623
Girls Just Want To Have Fun,Glee Cast,77,833519
I Kissed A Girl,Glee Cast,77,833519
Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,88,3736842
Rumour Has It / Someone Like You,Glee Cast,77,833519
I'm The Only One,Glee Cast,77,833519
Constant Craving,Glee Cast,77,833519
I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,84,5710373
Marvins Room,Drake,100,18311925
Good Life,OneRepublic,83,4218866
If I Die Young,The Band Perry,60,652204
Mr. Saxobeat,Alexandra Stan,60,218704
One More Drinkin' Song,Jerrod Niemann,60,229058
Cheers (Drink To That),Rihanna,92,20858405
Lullaby,Nickelback,78,2565757
Rain Over Me,Pitbull Featuring Marc Anthony,84,5139287
I Got Nothin',Darius Rucker,71,751066
Crazy Girl,Eli Young Band,65,390202
Country Must Be Country Wide,Brantley Gilbert,72,1012690
If This Was A Movie,Taylor Swift,91,11084971
I Can't Go For That / You Make My Dreams,Glee Cast,77,833519
Criminal,Britney Spears,80,3940016
Hit Me With Your Best Shot / One Way Or Another,Glee Cast,77,833519
We'll Be Fine,Drake Featuring Birdman,100,18311927
Footloose,Blake Shelton,76,2973916
Shot For Me,Drake,100,18311927
Superman,Taylor Swift,91,11084971
Lighters,Bad Meets Evil Featuring Bruno Mars,62,473504
Smile Back,Mac Miller,77,2152267
Uptown Girl,Glee Cast,77,833519
Cost Of Livin',Ronnie Dunn,53,31417
Wet The Bed,Chris Brown Featuring Ludacris,91,5835977
Here For A Good Time,George Strait,73,698027
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,86,6548187
Haunted,Taylor Swift,91,11084971
Long Hot Summer,Keith Urban,77,2060791
How To Love,Lil Wayne,90,5914056
Last Friday Night (T.G.I.F.),Katy Perry,85,9247199
Tonight Tonight,Hot Chelle Rae,60,296811
Take A Back Road,Rodney Atkins,65,512277
Last Friday Night,Glee Cast,77,833519
Better With The Lights Off,New Boyz Featuring Chris Brown,56,190083
Ambition,Wale Featuring Meek Mill & Rick Ross,77,1271128
Mrs. Right,Mindless Behavior Featuring Diggy,45,143531
All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,90,20138217
Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,90,20138217
Take Over Control,Afrojack Featuring Eva Simons,79,1718495
Lessons In Love,Kaskade Featuring Neon Trees,71,538884
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,68,727378
I Wanna Go,Britney Spears,80,3940017
I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",83,1859962
The Edge Of Glory,Lady Gaga,82,4552787
Made In America,Toby Keith,69,810094
Remind Me,Brad Paisley Duet With Carrie Underwood,71,1083344
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,85,1596724
Skyscraper,Demi Lovato,89,7724197
Focused,Wale Featuring Kid Cudi,77,1271128
Quickie,Miguel,85,1523690
Keep Your Head Up,Andy Grammer,73,444879
Just Fishin',Trace Adkins,63,560772
Calling All The Monsters,China Anne McClain,60,229703
Still Got It,Tyga Featuring Drake,80,2777138
Papi,Jennifer Lopez,79,4236287
Lost In Paradise,Evanescence,73,1689739
Faster,Matt Nathanson,60,185797
Barefoot Blue Jean Night,Jake Owen,70,772506
Dirt Road Anthem,Jason Aldean,78,2028823
Fix You,Glee Cast,77,833519
Hangover,Taio Cruz Featuring Flo Rida,70,1088542
I'm Flexin',T.I. Featuring Big K.R.I.T.,80,2176758
You And Tequila,Kenny Chesney Featuring Grace Potter,74,1629037
Run The World (Girls),Glee Cast,77,833519
Pretty Girls,Iyaz Featuring Travie McCoy,64,276555
Love Don't Run,Steve Holy,43,16343
No Sleep,Wiz Khalifa,88,6644016
Motivation,Kelly Rowland Featuring Lil Wayne,71,1190354
Somewhere,Glee Cast,77,833519
Fight For You,Jason Derulo,87,4707420
After Midnight,Blink-182,80,3606862
Every Teardrop Is A Waterfall,Coldplay,89,10976765
Fish,Craig Campbell,58,127767
Walk,Foo Fighters,81,4170047
Far Away,Tyga Featuring Chris Richardson,80,2777138
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,75,918925
It's Not Unusual,Glee Cast,77,833519
You Can't Stop The Beat,Glee Cast,77,833519
Y.U. Mad,Birdman Featuring Nicki Minaj & Lil Wayne,64,343703
Fix A Heart,Demi Lovato,89,7724202
We Got The Beat,Glee Cast,77,833519
Love Done Gone,Billy Currington,73,818052
Unbroken,Demi Lovato,89,7724202
Beautiful People,Chris Brown Featuring Benny Benassi,91,5835978
Police Dog Blues,Hugh Laurie,50,130106
Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,90,12933477
Out Of My Head,Lupe Fiasco Featuring Trey Songz,72,850033
Am I The Only One,Dierks Bentley,74,1170680
Body And Soul,Tony Bennett & Amy Winehouse,65,301940
On The Floor,Jennifer Lopez Featuring Pitbull,79,4236289
I Love You This Big,Scotty McCreery,68,295693
Hell On Heels,Pistol Annies,57,234297
MegaMan,Lil Wayne,90,5914059
Country Girl (Shake It For Me),Luke Bryan,80,2462747
My Body,Young The Giant,69,774292
How To Hate,Lil Wayne Featuring T-Pain,90,5914059
Nightmares Of The Bottom,Lil Wayne,90,5914059
President Carter,Lil Wayne,90,5914059
So Special,Lil Wayne Featuring John Legend,90,5914059
"Save Me, San Francisco",Train,76,1964549
She Ain't You,Chris Brown,91,5835978
The Lazy Song,Bruno Mars,91,11594826
Frick Park Market,Mac Miller,77,2152268
I'm Into You,Jennifer Lopez Featuring Lil Wayne,79,4236289
Night Of Your Life,David Guetta Featuring Jennifer Hudson,90,12933479
Don't Wanna Go Home,Jason Derulo,87,4707420
Never Gonna Leave This Bed,Maroon 5,89,10228859
What The Water Gave Me,Florence + The Machine,77,3482724
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,81,1340519
Man Down,Rihanna,92,20858416
Arms,Christina Perri,75,1260471
Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,72,491387
Honey Bee,Blake Shelton,76,2973920
Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,78,2028824
Hello,Martin Solveig & Dragonette,73,620554
California King Bed,Rihanna,92,20858417
Don't Hold Your Breath,Nicole Scherzinger,66,685299
On My Level,Wiz Khalifa Featuring Too $hort,88,6644016
Smile,Avril Lavigne,77,2470229
Old Alabama,Brad Paisley Featuring Alabama,71,1083345
The Show Goes On,Lupe Fiasco,72,850033
Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,80,3940019
Sure Thing,Miguel,85,1523690
My Last,Big Sean Featuring Chris Brown,88,3736846
What You Want,Evanescence,73,1689739
Unusual,Trey Songz Featuring Drake,81,2814077
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,91,5835978
Homeboy,Eric Church,75,1334895
Best Love Song,T-Pain Featuring Chris Brown,81,1340519
Right There,Nicole Scherzinger Featuring 50 Cent,66,685299
If Heaven Wasn't So Far Away,Justin Moore,68,622086
Under And Over It,Five Finger Death Punch,79,1964743
Ships In The Night,Mat Kearney,66,298031
John,Lil Wayne Featuring Rick Ross,81,1903490
Tomorrow,Chris Young,74,874429
Mean,Taylor Swift,91,11084981
Who Says,Selena Gomez & The Scene,68,2187209
Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,84,5710378
Novacane,Frank Ocean,85,3099211
I Smile,Kirk Franklin,64,339224
Up All Night,Blink-182,80,3606862
Racks,YC Featuring Future,93,5968201
Ballin',Young Jeezy Featuring Lil Wayne,76,922577
The Story Of Us,Taylor Swift,91,11084982
Hustle Hard,Ace Hood,65,667623
Far Away,Marsha Ambrosius,57,176300
Firework,Katy Perry,85,9247204
For The First Time,The Script,79,3073650
You Lie,The Band Perry,60,652205
What If,Colbie Caillat,74,947632
Watch Me,Bella Thorne & Zendaya,55,418199
Country Song,Seether,72,1016852
Roll Up,Wiz Khalifa,88,6644016
S&M,Rihanna Featuring Britney Spears,92,20858421
Iridescent,Linkin Park,87,7792737
I Wouldn't Be A Man,Josh Turner,69,746269
Stitch By Stitch,Javier Colon,42,15034
Taboo,Don Omar,79,2489485
Inventing Shadows,Dia Frampton,54,32920
Man In The Mirror,Adam Levine & Javier Colon,72,530706
I Won't Back Down,Blake Shelton & Dia Frampton,76,2973920
Written In The Stars,Tinie Tempah Featuring Eric Turner,72,491387
Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,90,12933482
Beautiful,Christina Aguilera & Beverly McClellan,79,2734247
Afraid To Sleep,Vicci Martinez,28,5145
Shake Senora,Pitbull Featuring T-Pain & Sean Paul,84,5139288
Losing My Religion,Dia Frampton,54,32920
Moving To Mars,Coldplay,89,10976765
Backseat,New Boyz Featuring The Cataracs & Dev,56,190083
Major Minus,Coldplay,89,10976765
High,Big Sean Featuring Wiz Khalifa,88,6644016
Fix You,Javier Colon,42,15034
Down On Me,Jeremih Featuring 50 Cent,82,1923456
Born This Way,Lady Gaga,82,4552789
Dog Days Are Over,Vicci Martinez,28,5145
Best Friend's Brother,Victorious Cast Featuring Victoria Justice,63,561127
Heart Like Mine,Miranda Lambert,69,1286111
Next To You,Chris Brown Featuring Justin Bieber,91,5835980
So In Love,Jill Scott Featuring Anthony Hamilton,63,618297
Price Tag,Jessie J Featuring B.o.B,76,3685518
All Of The Lights,Kanye West,90,6937343
Just The Way You Are,Bruno Mars,91,11594826
Today Is Your Day,Shania Twain,71,865591
Jolene,Vicci Martinez,28,5145
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,81,3027277
Black Horse And The Cherry Tree,Casey Weston,13,1516
The Cave,Mumford & Sons,78,4103195
See No More,Joe Jonas,62,378516
Price Tag,Xenia,30,834
Monster,Paramore,80,2815027
I Won't Let Go,Rascal Flatts,73,1221798
Pause,Pitbull,84,5139288
Bleed Red,Ronnie Dunn,53,31417
Somewhere Else,Toby Keith,69,810094
Judas,Lady Gaga,82,4552789
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,75,641969
Teenage Daughters,Martina McBride,59,355685
Grenade,Bruno Mars,91,11594826
Like My Mother Does,Lauren Alaina,69,160888
Colder Weather,Zac Brown Band,75,918925
Danza Kuduro,Don Omar & Lucenzo,79,2489485
Cat Daddy,Rej3ctz,37,22782
Sing,My Chemical Romance,78,2711167
(It) Feels So Good,Steven Tyler,48,39092
Light Up The World,Glee Cast,77,833522
Pretending,Glee Cast,77,833522
Rise Above 1,Reeve Carney Featuring Bono & The Edge,36,5492
What The Hell,Avril Lavigne,77,2470231
"I Love New York / New York, New York",Glee Cast,77,833522
Live A Little,Kenny Chesney,74,1629039
As Long As You're There,Glee Cast,77,833522
I Do,Colbie Caillat,74,947632
Rope,Foo Fighters,81,4170047
Hair,Lady Gaga,82,4552790
Moment 4 Life,Nicki Minaj Featuring Drake,90,9947661
A Little Bit Stronger,Sara Evans,59,362439
Pure Imagination,Glee Cast,77,833522
I Can't Love You Back,Easton Corbin,65,328960
Back To Black,Glee Cast,77,833522
9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,81,1903491
Rolling In The Deep,Glee Cast Featuring Jonathan Groff,77,833522
Boyfriend,Big Time Rush,64,947712
Look It Up,Ashton Shepherd,31,23709
Bring It Back,Travis Porter,62,388855
Jack Sparrow,The Lonely Island Featuring Michael Bolton,67,658820
Love Faces,Trey Songz,81,2814077
Jar Of Hearts,Glee Cast,77,833522
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,84,5710381
Isn't She Lovely,Glee Cast,77,833522
Dancing Queen,Glee Cast,77,833522
I Am Woman,Jordin Sparks,68,664854
Fast Lane,Bad Meets Evil,62,473504
Turning Tables,Adele,85,8650619
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,73,1058623
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,57,83298
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,90,5914060
Go Your Own Way,Glee Cast,77,833522
What Do You Want,Jerrod Niemann,60,229058
Songbird,Glee Cast,77,833522
Not Ready To Die,Avenged Sevenfold,78,2057316
Don't Stop,Glee Cast,77,833522
Never Going Back Again,Glee Cast,77,833522
I Feel Pretty / Unpretty,Glee Cast,77,833522
Closer To The Edge,Thirty Seconds To Mars,76,1665760
Hold It Against Me,Britney Spears,80,3940022
What The Hell,Avril Lavigne,77,2470231
Jar Of Hearts,Christina Perri,75,1260472
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,84,5139288
Somewhere Only We Know,Glee Cast,77,833522
Born This Way,Glee Cast,77,833522
Raise Your Glass,P!nk,84,3748975
Are You Gonna Kiss Me Or Not,Thompson Square,54,198036
Live A Little,Kenny Chesney,74,1629039
Time After Time,Javier Colon,42,15034
Determinate,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",54,32469
John,Lil Wayne Featuring Rick Ross,81,1903492
As If We Never Said Goodbye,Glee Cast,77,833522
Angel,Akon,80,1446768
Bring It Back,Travis Porter,62,388855
